CustomerKey;city;First_Name;Last_Name;Full_Name;BirthDate;MaritalStatus;gender;DateFirstPurchase
11088;San Diego;Hunter;Davis;Hunter Davis;1963-05-25;M;Male;2023-01-13
11089;Long Beach;Abigail;Price;Abigail Price;1962-08-05;S;Female;2022-12-29
11090;Los Angeles;Trevor;Bryant;Trevor Bryant;1968-12-13;S;Male;2021-08-07
11091;Haney;Dalton;Perez;Dalton Perez;1962-10-02;M;Male;2023-01-29
11092;East Brisbane;Cheryl;Diaz;Cheryl Diaz;1972-11-02;M;Female;2021-04-08
11093;Wollongong;Aimee;He;Aimee He;1978-09-06;M;Female;2021-04-07
11094;Cranbourne;Cedric;Ma;Cedric Ma;1967-09-29;S;Male;2023-04-07
11095;Port Macquarie;Chad;Kumar;Chad Kumar;1968-02-29;S;Male;2021-04-01
11096;North Sydney;Andrés;Anand;Andrés Anand;1968-02-07;M;Male;2021-04-11
11097;Warrnambool;Edwin;Nara;Edwin Nara;1972-10-23;M;Male;2021-04-04
11098;Rhodes;Mallory;Rubio;Mallory Rubio;1966-10-29;S;Female;2023-02-11
11099;Port Macquarie;Adam;Ross;Adam Ross;1966-09-05;M;Male;2021-04-07
11100;Cloverdale;Latasha;Navarro;Latasha Navarro;1966-03-15;S;Female;2021-04-16
11101;Cranbourne;Abby;Sai;Abby Sai;1970-11-05;S;Female;2021-04-29
11102;Sydney;Julia;Nelson;Julia Nelson;1970-10-19;S;Female;2023-07-16
11103;Darlinghurst;Cassie;Chande;Cassie Chande;1981-04-12;S;Female;2021-04-15
11104;Gold Coast;Edgar;Sara;Edgar Sara;1975-03-08;M;Male;2021-05-04
11105;Matraville;Candace;Fernandez;Candace Fernandez;1970-06-27;S;Female;2021-05-14
11106;Warrnambool;Jessie;Liu;Jessie Liu;1970-03-11;S;Male;2021-05-18
11107;St. Leonards;Bianca;Lin;Bianca Lin;1976-03-04;M;Female;2021-05-01
11108;Port Macquarie;Kari;Alvarez;Kari Alvarez;1969-01-10;S;Female;2021-05-03
11109;South Melbourne;Ruben;Kapoor;Ruben Kapoor;1980-04-30;S;Male;2021-05-10
11110;Darlinghurst;Curtis;Yang;Curtis Yang;1967-12-04;M;Male;2021-05-01
11111;Geelong;Meredith;Gutierrez;Meredith Gutierrez;1967-08-23;M;Female;2021-05-20
11112;Hervey Bay;Crystal;Wang;Crystal Wang;1968-03-08;M;Female;2021-05-25
11113;Perth;Micheal;Blanco;Micheal Blanco;1973-02-17;M;Male;2023-02-01
11114;Rhodes;Leslie;Moreno;Leslie Moreno;1967-11-25;S;Female;2023-03-18
11115;St. Leonards;Alvin;Cai;Alvin Cai;1967-08-12;M;Male;2023-02-10
11116;Sydney;Clinton;Carlson;Clinton Carlson;1979-04-02;M;Male;2023-03-15
11117;Matraville;April;Deng;April Deng;1966-08-21;M;Female;2021-05-06
11118;Lavender Bay;Alvin;Zeng;Alvin Zeng;1962-12-31;S;Male;2023-07-10
11119;Port Macquarie;Evan;James;Evan James;1940-10-07;S;Male;2023-02-03
11120;Sydney;Beth;Jiménez;Beth Jiménez;1942-02-06;S;Female;2021-05-14
11121;Newcastle;Orlando;Suarez;Orlando Suarez;1966-05-18;M;Male;2023-06-24
11122;North Sydney;Byron;Vazquez;Byron Vazquez;1965-09-30;M;Male;2023-02-21
11123;Sunbury;Philip;Alvarez;Philip Alvarez;1965-12-18;M;Male;2023-04-17
11124;Warrnambool;Ross;Jordan;Ross Jordan;1968-07-23;S;Male;2021-05-05
11125;Seaford;Dana;Navarro;Dana Navarro;1961-10-06;S;Female;2023-01-31
11126;North Ryde;Shaun;Carson;Shaun Carson;1954-10-05;M;Male;2021-05-28
11127;San Gabriel;Jan;Edwards;Jan Edwards;1981-04-19;M;Female;2023-04-10
11128;Renton;Samantha;Long;Samantha Long;1981-06-03;M;Female;2023-06-19
11129;Sedro Woolley;Julia;Wright;Julia Wright;1981-02-01;S;Female;2021-08-06
11130;Lebanon;Caroline;Russell;Caroline Russell;1985-07-05;M;Female;2023-12-09
11131;Haney;Amanda;Rivera;Amanda Rivera;1985-09-09;M;Female;2023-10-18
11132;Langford;Melissa;Richardson;Melissa Richardson;1986-04-25;S;Female;2023-04-09
11133;Lake Oswego;Angela;Griffin;Angela Griffin;1986-03-08;S;Female;2023-12-30
11134;Perth;Larry;Townsend;Larry Townsend;1957-02-22;S;Male;2021-05-03
11135;Burlingame;Marcus;Harris;Marcus Harris;1985-05-02;S;Male;2023-04-18
11136;Metchosin;Brianna;Morgan;Brianna Morgan;1984-04-24;S;Female;2023-01-03
11137;Spokane;Jasmine;Taylor;Jasmine Taylor;1984-01-17;M;Female;2023-07-31
11138;Glendale;Lauren;Davis;Lauren Davis;1984-03-14;M;Female;2023-09-19
11139;Cloverdale;Tanya;Moreno;Tanya Moreno;1949-11-05;S;Female;2023-09-14
11140;Burbank;Javier;Alvarez;Javier Alvarez;1982-08-11;S;Male;2023-03-19
11141;Daly City;Nicole;Ramirez;Nicole Ramirez;1982-12-19;M;Female;2023-05-16
11142;Langford;Eduardo;Patterson;Eduardo Patterson;1983-02-11;S;Male;2023-02-13
11143;Lakewood;Jonathan;Henderson;Jonathan Henderson;1982-08-04;M;Male;2023-06-15
11144;Ballard;Edward;Hernandez;Edward Hernandez;1985-03-08;S;Male;2023-01-25
11145;Beaverton;Jasmine;Coleman;Jasmine Coleman;1985-06-06;S;Female;2023-01-25
11146;Matraville;Karla;Goel;Karla Goel;1945-02-22;S;Female;2023-02-05
11147;Warrnambool;Ernest;Wu;Ernest Wu;1944-08-04;M;Male;2021-05-13
11148;East Brisbane;Ross;Vazquez;Ross Vazquez;1947-02-13;M;Male;2023-03-07
11149;Hervey Bay;Theodore;Gill;Theodore Gill;1946-10-18;M;Male;2023-06-04
11150;Sunbury;Russell;Shen;Russell Shen;1946-09-12;S;Male;2023-03-27
11151;Sydney;Melinda;Gill;Melinda Gill;1947-08-25;S;Female;2021-05-15
11152;Puyallup;James;Williams;James Williams;1981-07-09;S;Male;2023-01-09
11153;Renton;Angela;James;Angela James;1981-12-21;M;Female;2023-03-29
11154;Woodburn;Megan;Walker;Megan Walker;1982-02-18;S;Female;2023-01-10
11155;Burbank;Hunter;Robinson;Hunter Robinson;1981-07-25;S;Male;2023-01-06
11156;Lakewood;Maria;Roberts;Maria Roberts;1981-08-06;S;Female;2023-01-08
11157;Tacoma;Hannah;Long;Hannah Long;1980-12-08;M;Female;2023-07-24
11158;San Gabriel;Jason;Wright;Jason Wright;1981-04-06;S;Male;2023-01-19
11159;Woodland Hills;Brianna;Hughes;Brianna Hughes;1981-03-16;S;Female;2023-09-08
11160;Concord;Maurice;Tang;Maurice Tang;1979-07-08;S;Male;2023-02-21
11161;Concord;Emily;Wood;Emily Wood;1979-10-20;S;Female;2023-06-01
11162;La Jolla;Chase;Cox;Chase Cox;1979-09-02;S;Male;2023-02-18
11163;Spring Valley;Gabriel;Wang;Gabriel Wang;1980-06-18;M;Male;2023-05-01
11164;Torrance;Devin;Brooks;Devin Brooks;1979-11-02;S;Male;2023-04-27
11165;Oakland;Jocelyn;Alexander;Jocelyn Alexander;1979-01-15;M;Female;2023-05-25
11166;Olympia;Ashley;Martinez;Ashley Martinez;1977-10-22;S;Female;2023-10-14
11167;Issaquah;Jasmine;Barnes;Jasmine Barnes;1978-01-29;S;Female;2023-01-07
11168;Oakland;David;Rodriguez;David Rodriguez;1973-11-12;S;Male;2023-01-15
11169;Coronado;Bryce;Richardson;Bryce Richardson;1973-12-20;M;Male;2023-05-26
11170;Burien;Carol;Howard;Carol Howard;1973-08-04;M;Female;2023-08-26
11171;Woodland Hills;Jonathan;Hill;Jonathan Hill;1978-10-05;S;Male;2021-08-20
11172;Lynnwood;Gabrielle;Adams;Gabrielle Adams;1973-05-20;M;Female;2023-05-03
11173;W. Linn;Sarah;Thomas;Sarah Thomas;1973-02-28;S;Female;2023-03-02
11174;Los Angeles;Nicholas;Robinson;Nicholas Robinson;1973-01-09;M;Male;2023-07-13
11175;Beverly Hills;Luis;Wang;Luis Wang;1968-09-01;S;Male;2021-08-28
11176;Haney;Mason;Roberts;Mason Roberts;1979-01-21;M;Male;2023-02-02
11177;San Diego;Jose;Flores;Jose Flores;1948-01-01;M;Male;2023-03-29
11178;Lakewood;Nathan;Johnson;Nathan Johnson;1954-08-20;M;Male;2023-02-21
11179;Beverly Hills;Molly;Rodriguez;Molly Rodriguez;1959-12-08;M;Female;2023-03-12
11180;Chula Vista;April;Anand;April Anand;1948-07-01;M;Female;2023-03-17
11181;Los Angeles;Devin;Martin;Devin Martin;1960-02-01;M;Male;2023-05-07
11182;Sedro Woolley;Stephanie;Torres;Stephanie Torres;1950-02-22;S;Female;2023-08-28
11183;Santa Cruz;Jasmine;Lee;Jasmine Lee;1950-01-12;S;Female;2023-04-30
11184;Concord;Meghan;Hernandez;Meghan Hernandez;1955-11-13;S;Female;2023-08-10
11185;Metchosin;Ashley;Henderson;Ashley Henderson;1950-04-07;S;Female;2023-02-21
11186;Palo Alto;Sarah;Price;Sarah Price;1949-11-18;S;Female;2023-10-18
11187;Burien;Jennifer;Cooper;Jennifer Cooper;1949-08-21;M;Female;2023-04-03
11188;San Gabriel;Catherine;Morris;Catherine Morris;1950-03-06;M;Female;2023-11-01
11189;Bellingham;Lawrence;Blanco;Lawrence Blanco;1950-01-12;S;Male;2021-08-26
11190;Beverly Hills;Carson;Bryant;Carson Bryant;1949-12-20;M;Male;2023-08-28
11191;Colma;Kristi;Perez;Kristi Perez;1951-06-17;S;Female;2021-08-11
11192;Seattle;James;Brown;James Brown;1951-03-13;M;Male;2023-06-23
11193;Woodburn;Ian;Gray;Ian Gray;1950-08-13;M;Male;2023-02-25
11194;Palo Alto;Jacqueline;Price;Jacqueline Price;1950-12-08;M;Female;2023-03-13
11195;Renton;Megan;Henderson;Megan Henderson;1951-08-10;M;Female;2023-04-14
11196;Beaverton;Alfredo;Romero;Alfredo Romero;1951-12-05;M;Male;2023-03-03
11197;Seattle;Andrea;Morris;Andrea Morris;1951-12-16;M;Female;2023-05-02
11198;Santa Cruz;Brooke;Sanders;Brooke Sanders;1952-05-25;S;Female;2023-02-05
11199;Burlingame;Jacqueline;Bennett;Jacqueline Bennett;1957-11-02;M;Female;2023-03-18
11200;Victoria;Jason;Griffin;Jason Griffin;1953-05-21;M;Male;2023-02-07
11201;Santa Monica;Amanda;Foster;Amanda Foster;1953-02-14;M;Female;2023-07-01
11202;Lakewood;Alexia;Price;Alexia Price;1958-08-22;M;Female;2023-09-15
11203;Port Hammond;Luis;Diaz;Luis Diaz;1959-08-18;M;Male;2023-02-20
11204;Beaverton;Destiny;Rivera;Destiny Rivera;1953-11-29;M;Female;2023-08-09
11205;Burien;Abby;Fernandez;Abby Fernandez;1954-01-21;M;Female;2023-07-27
11206;Lynnwood;Blake;Flores;Blake Flores;1954-03-24;M;Male;2023-05-11
11207;Renton;Danielle;Cox;Danielle Cox;1954-01-16;S;Female;2023-01-31
11208;Glendale;Maria;Reed;Maria Reed;1953-08-03;M;Female;2023-03-04
11209;Lincoln Acres;Allison;Evans;Allison Evans;1953-07-12;M;Female;2023-03-25
11210;West Covina;Edward;Wood;Edward Wood;1953-12-06;M;Male;2023-05-06
11211;Haney;Samantha;Russell;Samantha Russell;1960-10-08;M;Female;2023-02-01
11212;Metchosin;Chloe;Campbell;Chloe Campbell;1955-05-05;M;Female;2023-01-30
11213;Edmonds;Stephanie;Murphy;Stephanie Murphy;1954-11-11;S;Female;2023-03-28
11214;Milwaukie;Charles;Miller;Charles Miller;1955-05-07;S;Male;2023-08-14
11215;Royal Oak;Ana;Perry;Ana Perry;1961-06-17;M;Female;2023-02-15
11216;Portland;Jasmine;Torres;Jasmine Torres;1955-11-17;S;Female;2021-08-15
11217;Portland;Natalie;Adams;Natalie Adams;1955-08-11;S;Female;2021-08-10
11218;Tacoma;Olivia;Brown;Olivia Brown;1961-09-07;S;Female;2023-02-28
11219;Woodburn;Charles;Cook;Charles Cook;1956-05-31;M;Male;2023-10-29
11220;Colma;Erica;Huang;Erica Huang;1961-02-19;M;Female;2023-03-14
11221;Lakewood;Nathan;Perry;Nathan Perry;1955-12-08;M;Male;2023-04-07
11222;Santa Monica;Alexandra;Rivera;Alexandra Rivera;1956-02-14;M;Female;2023-11-01
11223;Langley;Hailey;Patterson;Hailey Patterson;1957-03-15;S;Female;2023-01-29
11224;Burien;Tiffany;Li;Tiffany Li;1957-03-05;S;Female;2021-08-07
11225;Renton;Madison;Lee;Madison Lee;1962-02-12;M;Female;2023-06-22
11226;W. Linn;Sydney;Ross;Sydney Ross;1962-09-23;M;Female;2023-02-21
11227;Colma;Marshall;Chavez;Marshall Chavez;1962-08-08;S;Male;2021-08-03
11228;El Cajon;Ashley;Jones;Ashley Jones;1956-10-16;M;Female;2023-10-25
11229;Redwood City;Adrian;Stewart;Adrian Stewart;1957-06-01;S;Male;2023-07-27
11230;Santa Monica;Amber;Turner;Amber Turner;1956-09-30;M;Female;2023-07-16
11231;Bremerton;Dennis;Zhang;Dennis Zhang;1963-11-11;M;Male;2023-02-10
11232;Everett;Hailey;Bryant;Hailey Bryant;1958-03-27;M;Female;2023-09-20
11233;Berkeley;Todd;Li;Todd Li;1963-09-06;M;Male;2023-02-08
11234;Long Beach;Anna;Griffin;Anna Griffin;1958-05-19;S;Female;2023-02-08
11235;Ballard;Angel;Stewart;Angel Stewart;1957-08-07;M;Male;2023-07-04
11236;Bellingham;Jeremy;Butler;Jeremy Butler;1957-09-02;S;Male;2023-10-03
11237;Solingen;Clarence;Anand;Clarence Anand;1964-03-22;S;Male;2021-09-05
11238;Birmingham;Mayra;Prasad;Mayra Prasad;1964-02-07;S;Female;2021-01-06
11239;London;Latoya;Goel;Latoya Goel;1969-10-02;M;Female;2021-01-19
11240;Watford;Anne;Hernandez;Anne Hernandez;1964-06-09;M;Female;2021-02-27
11241;Les Ulis;Lisa;Cai;Lisa Cai;1974-04-06;S;Female;2022-09-10
11242;Versailles;Larry;Munoz;Larry Munoz;1963-05-11;M;Male;2022-09-19
11243;Esher-Molesey;Robin;Alvarez;Robin Alvarez;1963-04-08;M;Female;2021-02-21
11244;Runcorn;Alexis;Coleman;Alexis Coleman;1968-11-22;S;Female;2021-02-12
11245;Hamburg;Ricky;Vazquez;Ricky Vazquez;1962-04-26;M;Male;2021-09-26
11246;Hamburg;Latasha;Rubio;Latasha Rubio;1962-04-08;M;Female;2021-10-03
11247;Lancaster;Claudia;Zhou;Claudia Zhou;1961-12-04;S;Female;2021-02-18
11248;Saint-Denis;Tristan;Alexander;Tristan Alexander;1966-03-22;M;Male;2023-07-14
11249;Sulzbach Taunus;Cindy;Patel;Cindy Patel;1966-07-09;M;Female;2021-10-09
11250;Woolston;Shannon;Liu;Shannon Liu;1966-03-08;M;Female;2021-03-17
11251;Haney;Xavier;Long;Xavier Long;1938-01-01;S;Male;2023-10-18
11252;Lemon Grove;Nicholas;Thompson;Nicholas Thompson;1937-12-05;S;Male;2021-08-14
11253;Victoria;José;Hernandez;José Hernandez;1949-08-24;M;Male;2023-03-01
11254;Burien;Johnathan;Vance;Johnathan Vance;1938-08-31;M;Male;2023-11-23
11255;Burien;Colin;Lin;Colin Lin;1938-10-02;M;Male;2023-02-23
11256;Lynnwood;Katelyn;Hernandez;Katelyn Hernandez;1939-03-20;M;Female;2023-04-15
11257;Newport Beach;Jacqueline;Powell;Jacqueline Powell;1938-07-06;S;Female;2021-08-24
11258;Palo Alto;Xavier;Hill;Xavier Hill;1938-12-26;M;Male;2023-05-21
11259;Salem;Victoria;Stewart;Victoria Stewart;1970-09-24;M;Female;2021-09-04
11260;Burlingame;Katelyn;Kelly;Katelyn Kelly;1976-04-08;M;Female;2023-02-05
11261;San Diego;Stephanie;Collins;Stephanie Collins;1970-10-22;M;Female;2021-09-27
11262;Port Hammond;Jennifer;Simmons;Jennifer Simmons;1975-05-01;M;Female;2023-02-27
11263;Burien;Trinity;Richardson;Trinity Richardson;1970-03-11;M;Female;2021-08-29
11264;Issaquah;Eduardo;Martin;Eduardo Martin;1969-12-15;S;Male;2023-01-02
11265;Kirkland;Elizabeth;Jones;Elizabeth Jones;1970-01-10;M;Female;2023-01-03
11266;Port Orchard;Taylor;Howard;Taylor Howard;1969-11-02;S;Female;2021-09-10
11267;Burlingame;David;Diaz;David Diaz;1975-09-29;S;Male;2021-09-17
11268;Coronado;Katelyn;Carter;Katelyn Carter;1969-10-31;M;Female;2023-05-29
11269;Daly City;Ryan;Foster;Ryan Foster;1975-10-10;M;Male;2023-08-22
11270;Lakewood;Robert;Lee;Robert Lee;1975-05-01;M;Male;2021-09-10
11271;San Francisco;Danielle;Reed;Danielle Reed;1969-12-03;S;Female;2021-09-27
11272;Beverly Hills;Lauren;Martinez;Lauren Martinez;1962-05-10;S;Female;2021-09-19
11273;La Jolla;Nathan;Lal;Nathan Lal;1962-03-31;M;Male;2023-05-14
11274;Bellingham;Kyle;Foster;Kyle Foster;1939-10-10;M;Male;2021-08-29
11275;Colma;Jenny;Rai;Jenny Rai;1939-07-18;M;Female;2021-08-30
11276;Cliffside;Nancy;Chapman;Nancy Chapman;1974-09-15;M;Female;2023-01-29
11277;Royal Oak;Charles;Jackson;Charles Jackson;1968-12-07;M;Male;2023-02-02
11278;Edmonds;Jonathan;Phillips;Jonathan Phillips;1969-02-16;S;Male;2021-09-16
11279;Everett;Amanda;Cook;Amanda Cook;1974-09-08;M;Female;2023-03-03
11280;Lynnwood;Robert;Collins;Robert Collins;1969-02-17;M;Male;2023-07-01
11281;Burbank;Megan;Barnes;Megan Barnes;1974-10-06;S;Female;2021-09-13
11282;Burien;Christian;Thomas;Christian Thomas;1967-07-16;M;Male;2021-08-31
11283;Berkeley;Arturo;Lal;Arturo Lal;1968-04-24;M;Male;2023-05-29
11284;Chula Vista;Theresa;Serrano;Theresa Serrano;1967-09-24;M;Female;2023-02-06
11285;Fremont;Jeremy;Anderson;Jeremy Anderson;1973-03-15;M;Male;2023-07-27
11286;Torrance;Hunter;Griffin;Hunter Griffin;1967-08-31;M;Male;2021-09-21
11287;Cliffside;Henry;Garcia;Henry Garcia;1966-07-16;M;Male;2023-01-29
11288;Burbank;Cindy;Sanchez;Cindy Sanchez;1978-03-12;M;Female;2023-03-05
11289;Downey;Maria;Carter;Maria Carter;1972-03-03;M;Female;2021-09-08
11290;Lakewood;Katelyn;Sanchez;Katelyn Sanchez;1972-08-14;M;Female;2021-09-20
11291;Lemon Grove;Jenna;Wright;Jenna Wright;1972-05-01;M;Female;2021-09-04
11292;San Gabriel;Seth;Phillips;Seth Phillips;1967-05-05;S;Male;2021-09-15
11293;Port Orchard;Luke;Long;Luke Long;1960-11-23;S;Male;2023-02-24
11294;Issaquah;Dalton;Clark;Dalton Clark;1961-03-02;M;Male;2023-09-25
11295;Concord;Taylor;Lewis;Taylor Lewis;1959-11-13;S;Female;2021-09-25
11296;Everett;Haley;Richardson;Haley Richardson;1941-04-05;S;Female;2021-09-01
11297;Burbank;Noah;Coleman;Noah Coleman;1940-08-01;S;Male;2021-09-26
11298;Chula Vista;Jon;Luo;Jon Luo;1940-08-30;M;Male;2021-09-12
11299;Burbank;Orlando;Vazquez;Orlando Vazquez;1941-09-29;M;Male;2021-09-26
11300;N. Vancouver;Fernando;Barnes;Fernando Barnes;1965-08-31;M;Male;2023-01-31
11301;Ballard;Cameron;Rodriguez;Cameron Rodriguez;1965-12-07;M;Male;2023-06-09
11302;Corvallis;Spencer;Russell;Spencer Russell;1971-12-09;S;Male;2021-09-06
11303;Edmonds;Julia;Coleman;Julia Coleman;1966-04-10;S;Female;2021-09-02
